Vuln ID,Rule ID,STIG ID,Rule Title,Discussion,Check Content,Fix Text
V-38642,SV-50443r1_rule,RHEL-06-000346,The system default umask for daemons must be 027 or 022.,The umask influences the permissions assigned to files created by a process at run time. An unnecessarily permissive umask could result in files being created with insecure permissions.,"To check the value of the 'umask', run the following command: $ grep umask /etc/init.d/functionsThe output should show either '022' or '027'. If it does not, this is a finding.","The file '/etc/init.d/functions' includes initialization parameters for most or all daemons started at boot time. The default umask of 022 prevents creation of group- or world-writable files. To set the default umask for daemons, edit the following line, inserting 022 or 027 for [UMASK] appropriately: umask [UMASK]Setting the umask to too restrictive a setting can cause serious errors at runtime. Many daemons on the system already individually restrict themselves to a umask of 077 in their own init scripts."
V-38643,SV-50444r1_rule,RHEL-06-000282,There must be no world-writable files on the system.,"Data in world-writable files can be modified by any user on the system. In almost all circumstances, files can be configured using a combination of user and group permissions to support whatever legitimate access is needed without the risk caused by world-writable files.","To find world-writable files, run the following command: # find / -xdev -type f -perm -002If there is output, this is a finding.","It is generally a good idea to remove global (other) write access to a file when it is discovered. However, check with documentation for specific applications before making changes. Also, monitor for recurring world-writable files, as these may be symptoms of a misconfigured application or user account."
V-38644,SV-50445r1_rule,RHEL-06-000265,The ntpdate service must not be running.,"The 'ntpdate' service may only be suitable for systems which are rebooted frequently enough that clock drift does not cause problems between reboots. In any event, the functionality of the ntpdate service is now available in the ntpd program and should be considered deprecated.","To check that the 'ntpdate' service is disabled in system boot configuration, run the following command: # chkconfig 'ntpdate' --listOutput should indicate the 'ntpdate' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'ntpdate' --list'ntpdate' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'ntpdate' is disabled through current runtime configuration: # service ntpdate statusIf the service is disabled the command will return the following output: ntpdate is stoppedIf the service is running, this is a finding.",The ntpdate service sets the local hardware clock by polling NTP servers when the system boots. It synchronizes to the NTP servers listed in '/etc/ntp/step-tickers' or '/etc/ntp.conf' and then sets the local hardware clock to the newly synchronized system time. The 'ntpdate' service can be disabled with the following command: # chkconfig ntpdate off
V-38645,SV-50446r1_rule,RHEL-06-000345,The system default umask in /etc/login.defs must be 077.,The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.,"Verify the 'umask' setting is configured correctly in the '/etc/login.defs' file by running the following command: # grep -i 'umask' /etc/login.defsAll output must show the value of 'umask' set to 077, as shown in the below: # grep -i 'umask' /etc/login.defsUMASK 077If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask controlled by '/etc/login.defs' is set properly, add or correct the 'umask' setting in '/etc/login.defs' to read as follows: UMASK 077"
V-38646,SV-50447r1_rule,RHEL-06-000266,The oddjobd service must not be running.,"The 'oddjobd' service may provide necessary functionality in some environments but it can be disabled if it is not needed. Execution of tasks by privileged programs, on behalf of unprivileged ones, has traditionally been a source of privilege escalation security issues.","To check that the 'oddjobd' service is disabled in system boot configuration, run the following command: # chkconfig 'oddjobd' --listOutput should indicate the 'oddjobd' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'oddjobd' --list'oddjobd' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'oddjobd' is disabled through current runtime configuration: # service oddjobd statusIf the service is disabled the command will return the following output: oddjobd is stoppedIf the service is running, this is a finding.",The 'oddjobd' service exists to provide an interface and access control mechanism through which specified privileged tasks can run tasks for unprivileged client applications. Communication with 'oddjobd' is through the system message bus. The 'oddjobd' service can be disabled with the following command: # chkconfig oddjobd off
V-38647,SV-50448r1_rule,RHEL-06-000344,The system default umask in /etc/profile must be 077.,The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.,"Verify the 'umask' setting is configured correctly in the '/etc/profile' file by running the following command: # grep 'umask' /etc/profileAll output must show the value of 'umask' set to 077, as shown in the below: # grep 'umask' /etc/profileumask 077If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask controlled by '/etc/profile' is set properly, add or correct the 'umask' setting in '/etc/profile' to read as follows: umask 077"
V-38648,SV-50449r1_rule,RHEL-06-000267,The qpidd service must not be running.,The qpidd service is automatically installed when the 'base' package selection is selected during installation. The qpidd service listens for network connections which increases the attack surface of the system. If the system is not intended to receive AMQP traffic then the 'qpidd' service is not needed and should be disabled or removed.,"To check that the 'qpidd' service is disabled in system boot configuration, run the following command: # chkconfig 'qpidd' --listOutput should indicate the 'qpidd' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'qpidd' --list'qpidd' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'qpidd' is disabled through current runtime configuration: # service qpidd statusIf the service is disabled the command will return the following output: qpidd is stoppedIf the service is running, this is a finding.","The 'qpidd' service provides high speed, secure, guaranteed delivery services. It is an implementation of the Advanced Message Queuing Protocol. By default the qpidd service will bind to port 5672 and listen for connection attempts. The 'qpidd' service can be disabled with the following command: # chkconfig qpidd off"
V-38649,SV-50450r1_rule,RHEL-06-000343,The system default umask for the csh shell must be 077.,The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.,"Verify the 'umask' setting is configured correctly in the '/etc/csh.cshrc' file by running the following command: # grep 'umask' /etc/csh.cshrcAll output must show the value of 'umask' set to 077, as shown in the below: # grep 'umask' /etc/csh.cshrcumask 077If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask for users of the C shell is set properly, add or correct the 'umask' setting in '/etc/csh.cshrc' to read as follows: umask 077"
V-38650,SV-50451r1_rule,RHEL-06-000268,The rdisc service must not be running.,General-purpose systems typically have their network and routing information configured statically by a system administrator. Workstations or some special-purpose systems often use DHCP (instead of IRDP) to retrieve dynamic network configuration information.,"To check that the 'rdisc' service is disabled in system boot configuration, run the following command: # chkconfig 'rdisc' --listOutput should indicate the 'rdisc' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'rdisc' --list'rdisc' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'rdisc' is disabled through current runtime configuration: # service rdisc statusIf the service is disabled the command will return the following output: rdisc is stoppedIf the service is running, this is a finding.","The 'rdisc' service implements the client side of the ICMP Internet Router Discovery Protocol (IRDP), which allows discovery of routers on the local subnet. If a router is discovered then the local routing table is updated with a corresponding default route. By default this daemon is disabled. The 'rdisc' service can be disabled with the following command: # chkconfig rdisc off"
V-38651,SV-50452r1_rule,RHEL-06-000342,The system default umask for the bash shell must be 077.,The umask value influences the permissions assigned to files when they are created. A misconfigured umask value could result in files with excessive permissions that can be read and/or written to by unauthorized users.,"Verify the 'umask' setting is configured correctly in the '/etc/bashrc' file by running the following command: # grep 'umask' /etc/bashrcAll output must show the value of 'umask' set to 077, as shown below: # grep 'umask' /etc/bashrcumask 077umask 077If the above command returns no output, or if the umask is configured incorrectly, this is a finding.","To ensure the default umask for users of the Bash shell is set properly, add or correct the 'umask' setting in '/etc/bashrc' to read as follows: umask 077"
V-38652,SV-50453r1_rule,RHEL-06-000269,Remote file systems must be mounted with the nodev option.,Legitimate device files should only exist in the /dev directory. NFS mounts should not present device files to users.,"To verify the 'nodev' option is configured for all NFS mounts, run the following command: $ mount | grep nfsAll NFS mounts should show the 'nodev' setting in parentheses. If the setting does not show, this is a finding.",Add the 'nodev' option to the fourth column of '/etc/fstab' for the line which controls mounting of any NFS mounts.
V-38653,SV-50454r1_rule,RHEL-06-000341,The snmpd service must not use a default password.,Presence of the default SNMP password enables querying of different system aspects and could result in unauthorized knowledge of the system.,"To ensure the default password is not set, run the following command: # grep -v '^#' /etc/snmp/snmpd.conf| grep publicThere should be no output. If there is output, this is a finding.","Edit '/etc/snmp/snmpd.conf', remove default community string 'public'. Upon doing that, restart the SNMP service: # service snmpd restart"
V-38654,SV-50455r1_rule,RHEL-06-000270,Remote file systems must be mounted with the nosuid option.,NFS mounts should not present suid binaries to users. Only vendor-supplied suid executables should be installed to their default location on the local filesystem.,"To verify the 'nosuid' option is configured for all NFS mounts, run the following command: $ mount | grep nfsAll NFS mounts should show the 'nosuid' setting in parentheses. If the setting does not show, this is a finding.",Add the 'nosuid' option to the fourth column of '/etc/fstab' for the line which controls mounting of any NFS mounts.
V-38655,SV-50456r1_rule,RHEL-06-000271,The noexec option must be added to removable media partitions.,Allowing users to execute binaries from removable media such as USB keys exposes the system to potential compromise.,"To verify that binaries cannot be directly executed from removable media, run the following command: # grep noexec /etc/fstabThe output should show 'noexec' in use. If it does not, this is a finding.","The 'noexec' mount option prevents the direct execution of binaries on the mounted filesystem. Users should not be allowed to execute binaries that exist on partitions mounted from removable media (such as a USB key). The 'noexec' option prevents code from being executed directly from the media itself, and may therefore provide a line of defense against certain types of worms or malicious code. Add the 'noexec' option to the fourth column of '/etc/fstab' for the line which controls mounting of any removable media partitions."
V-38656,SV-50457r1_rule,RHEL-06-000272,The system must use SMB client signing for connecting to samba servers using smbclient.,Packet signing can prevent man-in-the-middle attacks which modify SMB packets in transit.,"To verify that Samba clients running smbclient must use packet signing, run the following command: # grep signing /etc/samba/smb.confThe output should show: client signing = mandatoryIf it is not, this is a finding.","To require samba clients running 'smbclient' to use packet signing, add the following to the '[global]' section of the Samba configuration file in '/etc/samba/smb.conf': client signing = mandatoryRequiring samba clients such as 'smbclient' to use packet signing ensures they can only communicate with servers that support packet signing."
V-38657,SV-50458r1_rule,RHEL-06-000273,The system must use SMB client signing for connecting to samba servers using mount.cifs.,Packet signing can prevent man-in-the-middle attacks which modify SMB packets in transit.,"To verify that Samba clients using mount.cifs must use packet signing, run the following command: # grep sec /etc/fstabThe output should show either 'krb5i' or 'ntlmv2i' in use. If it does not, this is a finding.","Require packet signing of clients who mount Samba shares using the 'mount.cifs' program (e.g., those who specify shares in '/etc/fstab'). To do so, ensure signing options (either 'sec=krb5i' or 'sec=ntlmv2i') are used. See the 'mount.cifs(8)' man page for more information. A Samba client should only communicate with servers who can support SMB packet signing."
V-38658,SV-50459r1_rule,RHEL-06-000274,The system must prohibit the reuse of passwords within twenty-four iterations.,Preventing reuse of previous passwords helps ensure that a compromised password is not reused by a user.,"To verify the password reuse setting is compliant, run the following command: $ grep remember /etc/pam.d/system-authThe output should show the following at the end of the line: remember=24If it does not, this is a finding.","Do not allow users to reuse recent passwords. This can be accomplished by using the 'remember' option for the 'pam_unix' PAM module. In the file '/etc/pam.d/system-auth', append 'remember=24' to the line which refers to the 'pam_unix.so' module, as shown: password sufficient pam_unix.so [existing_options] remember=24The DoD requirement is 24 passwords."
V-38659,SV-50460r1_rule,RHEL-06-000275,The operating system must employ cryptographic mechanisms to protect information in storage.,"The risk of a system's physical compromise, particularly mobile systems such as laptops, places its data at risk of compromise. Encrypting this data mitigates the risk of its loss if the system is lost.","Determine if encryption must be used to protect data on the system. If encryption must be used and is not employed, this is a finding.","Red Hat Enterprise Linux 6 natively supports partition encryption through the Linux Unified Key Setup-on-disk-format (LUKS) technology. The easiest way to encrypt a partition is during installation time. For manual installations, select the 'Encrypt' checkbox during partition creation to encrypt the partition. When this option is selected the system will prompt for a passphrase to use in decrypting the partition. The passphrase will subsequently need to be entered manually every time the system boots. For automated/unattended installations, it is possible to use Kickstart by adding the '--encrypted' and '--passphrase=' options to the definition of each partition to be encrypted. For example, the following line would encrypt the root partition: part / --fstype=ext3 --size=100 --onpart=hda1 --encrypted --passphrase=[PASSPHRASE]Any [PASSPHRASE] is stored in the Kickstart in plaintext, and the Kickstart must then be protected accordingly. Omitting the '--passphrase=' option from the partition definition will cause the installer to pause and interactively ask for the passphrase during installation. Detailed information on encrypting partitions using LUKS can be found on the Red Had Documentation web site:https://docs.redhat.com/docs/en-US/Red_Hat_Enterprise_Linux/6/html/Security_Guide/sect-Security_Guide-LUKS_Disk_Encryption.html"
V-38660,SV-50461r1_rule,RHEL-06-000340,The snmpd service must use only SNMP protocol version 3 or newer.,"Earlier versions of SNMP are considered insecure, as they potentially allow unauthorized access to detailed system management information.","To ensure only SNMPv3 or newer is used, run the following command: # grep 'v1\|v2c\|com2sec' /etc/snmp/snmpd.conf | grep -v '^#'There should be no output. If there is output, this is a finding.","Edit '/etc/snmp/snmpd.conf', removing any references to 'v1', 'v2c', or 'com2sec'. Upon doing that, restart the SNMP service: # service snmpd restart"
V-38661,SV-50462r1_rule,RHEL-06-000276,The operating system must protect the confidentiality and integrity of data at rest. ,"The risk of a system's physical compromise, particularly mobile systems such as laptops, places its data at risk of compromise. Encrypting this data mitigates the risk of its loss if the system is lost.","Determine if encryption must be used to protect data on the system. If encryption must be used and is not employed, this is a finding.","Red Hat Enterprise Linux 6 natively supports partition encryption through the Linux Unified Key Setup-on-disk-format (LUKS) technology. The easiest way to encrypt a partition is during installation time. For manual installations, select the 'Encrypt' checkbox during partition creation to encrypt the partition. When this option is selected the system will prompt for a passphrase to use in decrypting the partition. The passphrase will subsequently need to be entered manually every time the system boots. For automated/unattended installations, it is possible to use Kickstart by adding the '--encrypted' and '--passphrase=' options to the definition of each partition to be encrypted. For example, the following line would encrypt the root partition: part / --fstype=ext3 --size=100 --onpart=hda1 --encrypted --passphrase=[PASSPHRASE]Any [PASSPHRASE] is stored in the Kickstart in plaintext, and the Kickstart must then be protected accordingly. Omitting the '--passphrase=' option from the partition definition will cause the installer to pause and interactively ask for the passphrase during installation. Detailed information on encrypting partitions using LUKS can be found on the Red Had Documentation web site:https://docs.redhat.com/docs/en-US/Red_Hat_Enterprise_Linux/6/html/Security_Guide/sect-Security_Guide-LUKS_Disk_Encryption.html"
V-38662,SV-50463r1_rule,RHEL-06-000277,The operating system must employ cryptographic mechanisms to prevent unauthorized disclosure of data at rest unless otherwise protected by alternative physical measures.,"The risk of a system's physical compromise, particularly mobile systems such as laptops, places its data at risk of compromise. Encrypting this data mitigates the risk of its loss if the system is lost.","Determine if encryption must be used to protect data on the system. If encryption must be used and is not employed, this is a finding.","Red Hat Enterprise Linux 6 natively supports partition encryption through the Linux Unified Key Setup-on-disk-format (LUKS) technology. The easiest way to encrypt a partition is during installation time. For manual installations, select the 'Encrypt' checkbox during partition creation to encrypt the partition. When this option is selected the system will prompt for a passphrase to use in decrypting the partition. The passphrase will subsequently need to be entered manually every time the system boots. For automated/unattended installations, it is possible to use Kickstart by adding the '--encrypted' and '--passphrase=' options to the definition of each partition to be encrypted. For example, the following line would encrypt the root partition: part / --fstype=ext3 --size=100 --onpart=hda1 --encrypted --passphrase=[PASSPHRASE]Any [PASSPHRASE] is stored in the Kickstart in plaintext, and the Kickstart must then be protected accordingly. Omitting the '--passphrase=' option from the partition definition will cause the installer to pause and interactively ask for the passphrase during installation. Detailed information on encrypting partitions using LUKS can be found on the Red Had Documentation web site:https://docs.redhat.com/docs/en-US/Red_Hat_Enterprise_Linux/6/html/Security_Guide/sect-Security_Guide-LUKS_Disk_Encryption.html"
V-38663,SV-50464r1_rule,RHEL-06-000278,The system package management tool must verify permissions on all files and directories associated with the audit package.,Permissions on audit binaries and configuration files that are too generous could allow an unauthorized user to gain privileges that they should not have. The permissions set by the vendor should be maintained. Any deviations from this baseline should be investigated.,"The following command will list which audit files on the system have permissions different from what is expected by the RPM database: # rpm -V audit | grep '^.M'If there is any output, for each file or directory found, compare the RPM-expected permissions with the permissions on the file or directory:# rpm -q --queryformat '[%{FILENAMES} %{FILEMODES:perms}\n]' audit | grep  [filename]# ls -lL [filename]If the existing permissions are more permissive than those expected by RPM, this is a finding.",The RPM package management system can restore file access permissions of the audit package files and directories. The following command will update audit files with permissions different from what is expected by the RPM database: # rpm --setperms audit
V-38664,SV-50465r1_rule,RHEL-06-000279,The system package management tool must verify ownership on all files and directories associated with the audit package.,Ownership of audit binaries and configuration files that is incorrect could allow an unauthorized user to gain privileges that they should not have. The ownership set by the vendor should be maintained. Any deviations from this baseline should be investigated.,"The following command will list which audit files on the system have ownership different from what is expected by the RPM database: # rpm -V audit | grep '^.....U'If there is output, this is a finding.",The RPM package management system can restore file ownership of the audit package files and directories. The following command will update audit files with ownership different from what is expected by the RPM database: # rpm --setugids audit
V-38665,SV-50466r1_rule,RHEL-06-000280,The system package management tool must verify group-ownership on all files and directories associated with the audit package.,Group-ownership of audit binaries and configuration files that is incorrect could allow an unauthorized user to gain privileges that they should not have. The group-ownership set by the vendor should be maintained. Any deviations from this baseline should be investigated.,"The following command will list which audit files on the system have group-ownership different from what is expected by the RPM database: # rpm -V audit | grep '^......G'If there is output, this is a finding.",The RPM package management system can restore file group-ownership of the audit package files and directories. The following command will update audit files with group-ownership different from what is expected by the RPM database: # rpm --setugids audit
V-38666,SV-50467r1_rule,RHEL-06-000284,The system must use and update a DoD-approved virus scan program.,"Virus scanning software can be used to detect if a system has been compromised by computer viruses, as well as to limit their spread to other systems.","Inspect the system for a cron job or system service which executes a virus scanning tool regularly. To verify the McAfee command line scan tool (uvscan) is scheduled for regular execution, run the following command to check for a cron job: # grep uvscan /etc/cron* /var/spool/cron/*This will reveal if and when the uvscan program will be run. To check on the age of uvscan virus definition files, run the following command: # cd /usr/local/uvscan# ls -la avvscan.dat avvnames.dat avvclean.datThe uvscan virus definitions should not be older than seven days.If virus scanning software does not run daily, or has signatures that are out of date, this is a finding.","Install virus scanning software, which uses signatures to search for the presence of viruses on the filesystem. The McAfee uvscan virus scanning tool is provided for DoD systems. Ensure virus definition files are no older than 7 days, or their last release. Configure the virus scanning software to perform scans dynamically on all accessed files. If this is not possible, configure the system to scan all altered files on the system on a daily basis. If the system processes inbound SMTP mail, configure the virus scanner to scan all received mail."
V-38667,SV-50468r1_rule,RHEL-06-000285,The system must have a host-based intrusion detection tool installed.,"Adding host-based intrusion detection tools can provide the capability to automatically take actions in response to malicious behavior, which can provide additional agility in reacting to network threats. These tools also often include a reporting capability to provide network awareness of system, which may not otherwise exist in an organization's systems management regime.","Inspect the system to determine if intrusion detection software has been installed. Verify the intrusion detection software is active. If no host-based intrusion detection tools are installed, this is a finding.","The base Red Hat platform already includes a sophisticated auditing system that can detect intruder activity, as well as SELinux, which provides host-based intrusion prevention capabilities by confining privileged programs and user sessions which may become compromised. Install an additional intrusion detection tool to provide complementary or duplicative monitoring, reporting, and reaction capabilities to those of the base platform. For DoD systems, the McAfee Host-based Security System is provided to fulfill this role."
V-38668,SV-50469r1_rule,RHEL-06-000286,The x86 Ctrl-Alt-Delete key sequence must be disabled.,"A locally logged-in user who presses Ctrl-Alt-Delete, when at the console, can reboot the system. If accidentally pressed, as could happen in the case of mixed OS environment, this can create the risk of short-term loss of availability of systems due to unintentional reboot. In the GNOME graphical environment, risk of unintentional reboot from the Ctrl-Alt-Delete sequence is reduced because the user will be prompted before any action is taken.","Determine what actions the system takes when the Ctrl-Alt-Delete key sequence is pressed, run the following command:#  cat `grep -l control-alt-delete /etc/init/*`Examine all lines following the 'start on control-alt-delete' line in any files found.  By default, the system uses '/etc/init/control-alt-delete.conf' to reboot the system with the following command when the Ctrl-Alt-Delete key sequence is pressed: exec /sbin/shutdown -r now 'Control-Alt-Delete pressed'If the system is configured to run any shutdown command, this is a finding.",Configure the system to log a message instead of rebooting the system by altering the 'shutdown' line in '/etc/init/control-alt-delete.conf' to read as follows: exec /usr/bin/logger -p security.info 'Ctrl-Alt-Delete pressed'
V-38669,SV-50470r1_rule,RHEL-06-000287,The postfix service must be enabled for mail delivery.,Local mail delivery is essential to some system maintenance and notification tasks.,"Run the following command to determine the current status of the 'postfix' service:# service postfix statusIf the service is enabled, it should return the following:postfix is running...If the service is not enabled, this is a finding.",The Postfix mail transfer agent is used for local mail delivery within the system. The default configuration only listens for connections to the default SMTP port (port 25) on the loopback interface (127.0.0.1). It is recommended to leave this service enabled for local mail delivery. The 'postfix' service can be enabled with the following command: # chkconfig postfix on# service postfix start
V-38670,SV-50471r1_rule,RHEL-06-000306,The operating system must detect unauthorized changes to software and information. ,"By default, AIDE does not install itself for periodic execution. Periodically running AIDE may reveal unexpected changes in installed files.","To determine that periodic AIDE execution has been scheduled, run the following command: # grep aide /etc/crontabIf there is no output, this is a finding.","AIDE should be executed on a periodic basis to check for changes. To implement a daily execution of AIDE at 4:05am using cron, add the following line to /etc/crontab: 05 4 * * * root /usr/sbin/aide --checkAIDE can be executed periodically through other means; this is merely one example."
V-38671,SV-50472r1_rule,RHEL-06-000288,The sendmail package must be removed.,The sendmail software was not developed with security in mind and its design prevents it from being effectively contained by SELinux. Postfix should be used instead.,"Run the following command to determine if the 'sendmail' package is installed: # rpm -q sendmailIf the package is installed, this is a finding.",Sendmail is not the default mail transfer agent and is not installed by default. The 'sendmail' package can be removed with the following command: # yum erase sendmail
V-38672,SV-50473r1_rule,RHEL-06-000289,The netconsole service must be disabled unless required.,"The 'netconsole' service is not necessary unless there is a need to debug kernel panics, which is not common.","To check that the 'netconsole' service is disabled in system boot configuration, run the following command: # chkconfig 'netconsole' --listOutput should indicate the 'netconsole' service has either not been installed, or has been disabled at all runlevels, as shown in the example below: # chkconfig 'netconsole' --list'netconsole' 0:off 1:off 2:off 3:off 4:off 5:off 6:offRun the following command to verify 'netconsole' is disabled through current runtime configuration: # service netconsole statusIf the service is disabled the command will return the following output: netconsole is stoppedIf the service is running, this is a finding.","The 'netconsole' service is responsible for loading the netconsole kernel module, which logs kernel printk messages over UDP to a syslog server. This allows debugging of problems where disk logging fails and serial consoles are impractical. The 'netconsole' service can be disabled with the following command: # chkconfig netconsole off"
V-38673,SV-50474r1_rule,RHEL-06-000307,"The operating system must ensure unauthorized, security-relevant configuration changes detected are tracked.","By default, AIDE does not install itself for periodic execution. Periodically running AIDE may reveal unexpected changes in installed files.","To determine that periodic AIDE execution has been scheduled, run the following command: # grep aide /etc/crontabIf there is no output, this is a finding.","AIDE should be executed on a periodic basis to check for changes. To implement a daily execution of AIDE at 4:05am using cron, add the following line to /etc/crontab: 05 4 * * * root /usr/sbin/aide --checkAIDE can be executed periodically through other means; this is merely one example."
V-38674,SV-50475r1_rule,RHEL-06-000290,X Windows must not be enabled unless required.,Unnecessary services should be disabled to decrease the attack surface of the system.,"To verify the default runlevel is 3, run the following command: # grep initdefault /etc/inittabThe output should show the following: id:3:initdefault:If it does not, this is a finding.","Setting the system's runlevel to 3 will prevent automatic startup of the X server. To do so, ensure the following line in '/etc/inittab' features a '3' as shown: id:3:initdefault:"
V-38675,SV-50476r1_rule,RHEL-06-000308,Process core dumps must be disabled unless needed.,A core dump includes a memory image taken at the time the operating system terminates an application. The memory image could contain sensitive data and is generally useful only for developers trying to debug problems.,"To verify that core dumps are disabled for all users, run the following command: $ grep core /etc/security/limits.confThe output should be: * hard core 0If it is not, this is a finding.","To disable core dumps for all users, add the following line to '/etc/security/limits.conf': * hard core 0"
V-38676,SV-50477r1_rule,RHEL-06-000291,"The xorg-x11-server-common (X Windows) package must not be installed, unless required.",Unnecessary packages should not be installed to decrease the attack surface of the system.,"To ensure the X Windows package group is removed, run the following command: $ rpm -qi xorg-x11-server-commonThe output should be: package xorg-x11-server-common is not installedIf it is not, this is a finding.","Removing all packages which constitute the X Window System ensures users or malicious software cannot start X. To do so, run the following command: # yum groupremove 'X Window System'"
V-38677,SV-50478r1_rule,RHEL-06-000309,The NFS server must not have the insecure file locking option enabled.,Allowing insecure file locking could allow for sensitive data to be viewed or edited by an unauthorized user.,"To verify insecure file locking has been disabled, run the following command: # grep insecure_locks /etc/exportsIf there is output, this is a finding.","By default the NFS server requires secure file-lock requests, which require credentials from the client in order to lock a file. Most NFS clients send credentials with file lock requests, however, there are a few clients that do not send credentials when requesting a file-lock, allowing the client to only be able to lock world-readable files. To get around this, the 'insecure_locks' option can be used so these clients can access the desired export. This poses a security risk by potentially allowing the client access to data for which it does not have authorization. Remove any instances of the 'insecure_locks' option from the file '/etc/exports'."
V-38678,SV-50479r1_rule,RHEL-06-000311,The audit system must provide a warning when allocated audit record storage volume reaches a documented percentage of maximum audit record storage capacity.,Notifying administrators of an impending disk space problem may allow them to take corrective action prior to any disruption.,"Inspect '/etc/audit/auditd.conf' and locate the following line to determine whether the system is configured to email the administrator when disk space is starting to run low: # grep space_left /etc/audit/auditd.conf space_left = [num_megabytes]If the 'num_megabytes' value does not correspond to a documented value for remaining audit partition capacity or if there is no locally documented value for remaining audit partition capacity, this is a finding.","The 'auditd' service can be configured to take an action when disk space starts to run low. Edit the file '/etc/audit/auditd.conf'. Modify the following line, substituting [ACTION] appropriately: space_left = [num_megabytes]The 'num_megabytes' value should be set to a fraction of the total audit storage capacity available that will allow a system administrator to be notified with enough time to respond to the situation causing the capacity issues.  This value must also be documented locally."
V-38679,SV-50480r1_rule,RHEL-06-000292,The DHCP client must be disabled if not needed.,"DHCP relies on trusting the local network. If the local network is not trusted, then it should not be used. However, the automatic configuration provided by DHCP is commonly used and the alternative, manual configuration, presents an unacceptable burden in many circumstances.","To verify that DHCP is not being used, examine the following file for each interface. # /etc/sysconfig/network-scripts/ifcfg-[IFACE]If there is any network interface without a associated 'ifcfg' file, this is a finding.Look for the following:BOOTPROTO=staticAlso verify the following, substituting the appropriate values based on your site's addressing scheme:NETMASK=[local LAN netmask]IPADDR=[assigned IP address]GATEWAY=[local LAN default gateway]If it does not, this is a finding.","For each interface [IFACE] on the system (e.g. eth0), edit '/etc/sysconfig/network-scripts/ifcfg-[IFACE]' and make the following changes. Correct the BOOTPROTO line to read:BOOTPROTO=staticAdd or correct the following lines, substituting the appropriate values based on your site's addressing scheme:NETMASK=[local LAN netmask]IPADDR=[assigned IP address]GATEWAY=[local LAN default gateway]"
V-38680,SV-50481r1_rule,RHEL-06-000313,The audit system must identify staff members to receive notifications of audit log storage volume capacity issues.,"Email sent to the root account is typically aliased to the administrators of the system, who can take appropriate action.","Inspect '/etc/audit/auditd.conf' and locate the following line to determine if the system is configured to send email to an account when it needs to notify an administrator: action_mail_acct = rootIf auditd is not configured to send emails per identified actions, this is a finding.",The 'auditd' service can be configured to send email to a designated account in certain situations. Add or correct the following line in '/etc/audit/auditd.conf' to ensure that administrators are notified via email for those situations: action_mail_acct = root
V-38681,SV-50482r1_rule,RHEL-06-000294,All GIDs referenced in /etc/passwd must be defined in /etc/group,Inconsistency in GIDs between /etc/passwd and /etc/group could lead to a user having unintended rights.,"To ensure all GIDs referenced in /etc/passwd are defined in /etc/group, run the following command: # pwck -rqThere should be no output. If there is output, this is a finding.",Add a group to the system for each GID referenced without a corresponding group.
V-38682,SV-50483r1_rule,RHEL-06-000315,The Bluetooth kernel module must be disabled.,"If Bluetooth functionality must be disabled, preventing the kernel from loading the kernel module provides an additional safeguard against its activation.","If the system is configured to prevent the loading of the 'bluetooth' kernel module, it will contain lines inside any file in '/etc/modprobe.d' or the deprecated'/etc/modprobe.conf'. These lines instruct the module loading system to run another program (such as '/bin/true') upon a module 'install' event. Run the following command to search for such lines in all files in '/etc/modprobe.d' and the deprecated '/etc/modprobe.conf': $ grep -r bluetooth /etc/modprobe.conf /etc/modprobe.dIf the system is configured to prevent the loading of the 'net-pf-31' kernel module, it will contain lines inside any file in '/etc/modprobe.d' or the deprecated'/etc/modprobe.conf'. These lines instruct the module loading system to run another program (such as '/bin/true') upon a module 'install' event. Run the following command to search for such lines in all files in '/etc/modprobe.d' and the deprecated '/etc/modprobe.conf': $ grep -r net-pf-31 /etc/modprobe.conf /etc/modprobe.dIf no line is returned, this is a finding.",The kernel's module loading system can be configured to prevent loading of the Bluetooth module. Add the following to the appropriate '/etc/modprobe.d' configuration file to prevent the loading of the Bluetooth module: install net-pf-31 /bin/trueinstall bluetooth /bin/true
